respondent_id,full_name,neighborhood,channel,pillar,question_num,question_text,response_text,duration_sec,sentiment,timestamp
NCH-153,Michael Thompson,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Property tax relief for long-time residents, especially seniors. Help people keep what they already have.",29,neutral,2026-01-15 14:14:18
NCH-153,Michael Thompson,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","This neighborhood has good bones. People take pride in their homes here. We just need some investment.",27,positive,2026-01-15 14:15:33
NCH-154,LaShonda Harris,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","I own. Bought it five years ago and it's the best decision I ever made.",21,positive,2026-01-15 16:34:55
NCH-154,LaShonda Harris,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Finding good contractors who won't overcharge. Last guy I hired did shoddy work and disappeared when I complained.",43,negative,2026-01-15 16:36:12
NCH-154,LaShonda Harris,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","More programs like the one that helped me with my down payment. Spread the word about what's available.",35,positive,2026-01-15 16:37:28
NCH-154,LaShonda Harris,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I love my neighbors. We look out for each other. That's what makes North College Hill special.",24,positive,2026-01-15 16:38:41
NCH-155,Robert Miller,Clovernook,SMS,HOUSING,1,"Do you currently rent or own your home?","Rent",,neutral,2026-01-15 18:22:07
NCH-155,Robert Miller,Clovernook,SMS,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Affordability. Rent is too high for what you get",,negative,2026-01-15 18:23:15
NCH-155,Robert Miller,Clovernook,SMS,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Lower prices and better credit programs",,neutral,2026-01-15 18:24:33
NCH-155,Robert Miller,Clovernook,SMS,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Need more affordable options",,neutral,2026-01-15 18:25:48
NCH-156,Tamika Johnson,Sunshine,phone,HOUSING,1,"Do you currently rent or own your home?","I own my home. Third generation in this house actually. My grandparents bought it back in the 50s.",31,positive,2026-01-16 08:15:22
NCH-156,Tamika Johnson,Sunshine,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","The foundation needs work. These old houses all have the same problems. Getting estimates has been stressful.",47,negative,2026-01-16 08:16:45
NCH-156,Tamika Johnson,Sunshine,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Low-interest home repair loans. If people can't maintain their homes they lose them. Help us keep what we have.",39,neutral,2026-01-16 08:18:12
NCH-156,Tamika Johnson,Sunshine,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","West College Hill had amazing Black homeownership rates historically. We should build on that legacy.",44,positive,2026-01-16 08:19:33
NCH-157,James Anderson,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Renter. Been looking to buy but it's tough out here.",19,neutral,2026-01-16 10:42:18
NCH-157,James Anderson,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Safety. There's been some break-ins on my street. Better lighting would help.",28,negative,2026-01-16 10:43:22
NCH-157,James Anderson,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Crack down on predatory lending. Some of these mortgage companies take advantage of people.",36,neutral,2026-01-16 10:44:45
NCH-157,James Anderson,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I want to buy here because I believe in this community. Just need a fair shot.",25,positive,2026-01-16 10:45:58
NCH-158,Karen Williams,Clovernook,web,HOUSING,1,"Do you currently rent or own your home?","Own. Paid off my mortgage two years ago and that was a blessing.",23,positive,2026-01-16 12:33:41
NCH-158,Karen Williams,Clovernook,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","The vacant houses on my block bring the whole neighborhood down. Weeds overgrown, windows broken.",38,negative,2026-01-16 12:34:55
NCH-158,Karen Williams,Clovernook,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Get those vacant houses fixed up and sold to families, not investors looking for rental income.",33,neutral,2026-01-16 12:36:18
NCH-158,Karen Williams,Clovernook,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","This used to be such a nice area. With some attention it can be again.",26,positive,2026-01-16 12:37:29
NCH-159,DeAndre Jackson,Sunshine,phone,HOUSING,1,"Do you currently rent or own your home?","I rent. Saving up to buy though.",17,neutral,2026-01-16 14:55:07
NCH-159,DeAndre Jackson,Sunshine,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Affordability for sure. Every time I save a little, the rent goes up and eats into it.",41,negative,2026-01-16 14:56:22
NCH-159,DeAndre Jackson,Sunshine,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Matched savings programs where if you save a dollar they match it for a down payment.",35,positive,2026-01-16 14:57:45
NCH-159,DeAndre Jackson,Sunshine,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Good location, close to everything. That's why I want to stay and buy here.",28,positive,2026-01-16 14:59:02
NCH-160,Susan Baker,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","I own my home. Been here 15 years.",15,positive,2026-01-16 17:08:33
NCH-160,Susan Baker,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Insurance rates keep climbing. My coverage went up 30% this year with no claims.",37,negative,2026-01-16 17:09:48
NCH-160,Susan Baker,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Partner with local banks for better mortgage rates. The big banks don't know our community.",40,neutral,2026-01-16 17:11:15
NCH-160,Susan Baker,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Meyerville is quiet and family-friendly. We need to preserve that character.",29,positive,2026-01-16 17:12:33
NCH-161,Marcus Brown,Clovernook,SMS,HOUSING,1,"Do you currently rent or own your home?","Own",,positive,2026-01-16 19:27:44
NCH-161,Marcus Brown,Clovernook,SMS,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Maintenance costs. Everything needs fixing",,negative,2026-01-16 19:28:55
NCH-161,Marcus Brown,Clovernook,SMS,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Help with repairs for current owners",,neutral,2026-01-16 19:30:12
NCH-161,Marcus Brown,Clovernook,SMS,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Good neighbors make it worth staying",,positive,2026-01-16 19:31:28
NCH-162,Angela Davis,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","Rent. I've been here three years, my landlord is actually pretty decent.",24,positive,2026-01-17 08:45:19
NCH-162,Angela Davis,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Saving for a down payment while paying rent is the hardest thing. It feels impossible some months.",42,negative,2026-01-17 08:46:38
NCH-162,Angela Davis,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Rent-to-own programs. Let some of this rent money go toward actually owning something.",31,positive,2026-01-17 08:47:55
NCH-162,Angela Davis,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","The houses here are affordable compared to other places. That's why it's worth investing in.",33,positive,2026-01-17 08:49:12
NCH-163,Thomas Wright,Meyerville,phone,HOUSING,1,"Do you currently rent or own your home?","Owner. We bought during the recession when prices were low.",22,positive,2026-01-17 10:33:27
NCH-163,Thomas Wright,Meyerville,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Drainage problems. When it rains hard, my basement floods. It's a neighborhood-wide issue.",39,negative,2026-01-17 10:34:45
NCH-163,Thomas Wright,Meyerville,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","City should invest in infrastructure first. Fix the sewers, add sidewalks. That attracts buyers.",44,neutral,2026-01-17 10:36:18
NCH-163,Thomas Wright,Meyerville,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","No sidewalks on our street is a real problem. People walk in the road with cars coming.",36,negative,2026-01-17 10:37:42
NCH-164,Keisha Robinson,Clovernook,web,HOUSING,1,"Do you currently rent or own your home?","I own. Single mom who bought my first house at 28. Proud of that.",26,positive,2026-01-17 12:15:55
NCH-164,Keisha Robinson,Clovernook,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Finding time and money for maintenance with everything else going on. The gutters need cleaning, the paint is peeling.",48,neutral,2026-01-17 12:17:18
NCH-164,Keisha Robinson,Clovernook,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Programs specifically for single parents. We need extra support because we're doing it alone.",37,neutral,2026-01-17 12:18:45
NCH-164,Keisha Robinson,Clovernook,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Building wealth through homeownership is how we change things for the next generation.",32,positive,2026-01-17 12:20:02
NCH-165,William Jones,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","Rent currently. Lost my house in 2010 during the foreclosure crisis.",27,negative,2026-01-17 14:42:33
NCH-165,William Jones,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Getting approved for a mortgage again with my credit history. That foreclosure still haunts me.",46,negative,2026-01-17 14:43:55
NCH-165,William Jones,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Second chance programs for people who lost homes in the recession. We learned hard lessons.",41,neutral,2026-01-17 14:45:22
NCH-165,William Jones,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I want to own again. I'm more responsible now. Just need an opportunity.",29,neutral,2026-01-17 14:46:48
NCH-166,Crystal Taylor,Meyerville,phone,HOUSING,1,"Do you currently rent or own your home?","Own. My husband and I bought three years ago.",19,positive,2026-01-17 16:28:14
NCH-166,Crystal Taylor,Meyerville,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","The house next door is vacant and attracting trouble. Broken windows, people going in and out.",43,negative,2026-01-17 16:29:38
NCH-166,Crystal Taylor,Meyerville,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Deal with the vacant properties. Fix them up or tear them down. They drag down values.",38,neutral,2026-01-17 16:31:05
NCH-166,Crystal Taylor,Meyerville,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","We chose North College Hill because we could afford a nice house. Don't regret it at all.",34,positive,2026-01-17 16:32:28
NCH-167,Jerome Mitchell,Clovernook,SMS,HOUSING,1,"Do you currently rent or own your home?","Rent",,neutral,2026-01-17 18:55:41
NCH-167,Jerome Mitchell,Clovernook,SMS,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Landlord never fixes anything. Tired of it",,negative,2026-01-17 18:56:52
NCH-167,Jerome Mitchell,Clovernook,SMS,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Better renters rights or help to buy",,neutral,2026-01-17 18:58:08
NCH-167,Jerome Mitchell,Clovernook,SMS,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Ready to stop making someone else rich",,negative,2026-01-17 18:59:25
NCH-168,Mary Lewis,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","I own. Been in this house 31 years now.",17,positive,2026-01-18 09:12:33
NCH-168,Mary Lewis,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","I'm getting older and can't do the maintenance myself anymore. Hiring help is expensive.",40,neutral,2026-01-18 09:13:52
NCH-168,Mary Lewis,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Volunteer programs where younger folks help seniors with home repairs. Build community.",35,positive,2026-01-18 09:15:18
NCH-168,Mary Lewis,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I've seen this neighborhood change. Some good, some bad. Overall, it's home.",28,neutral,2026-01-18 09:16:42
NCH-169,Eric White,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Owner. Just closed on my house six months ago.",20,positive,2026-01-18 11:35:27
NCH-169,Eric White,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Learning everything as a new homeowner. Nobody tells you how much stuff costs to maintain.",44,neutral,2026-01-18 11:36:48
NCH-169,Eric White,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Post-purchase support and education. The learning curve is steep.",30,neutral,2026-01-18 11:38:12
NCH-169,Eric White,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I'm glad I bought here. The community welcomed me right away.",25,positive,2026-01-18 11:39:28
NCH-170,Brenda Clark,Clovernook,phone,HOUSING,1,"Do you currently rent or own your home?","Rent. I'm on Section 8 housing assistance.",21,neutral,2026-01-18 13:48:55
NCH-170,Brenda Clark,Clovernook,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Finding landlords who accept vouchers. A lot of places won't take Section 8.",38,negative,2026-01-18 13:50:15
NCH-170,Brenda Clark,Clovernook,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","I honestly don't know if I'll ever own. Programs for people in my situation would be amazing.",45,neutral,2026-01-18 13:51:42
NCH-170,Brenda Clark,Clovernook,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I want stability for my kids. A place that feels like ours.",29,neutral,2026-01-18 13:53:05
NCH-171,David Moore,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","Own. My wife and I have been here 12 years.",18,positive,2026-01-18 15:22:17
NCH-171,David Moore,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Window replacements are needed but quotes are coming in at $15,000. That's a lot.",39,negative,2026-01-18 15:23:38
NCH-171,David Moore,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Group buying programs where neighbors get discounts for doing repairs together.",33,positive,2026-01-18 15:25:02
NCH-171,David Moore,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","The Sunshine neighborhood has a lot of potential. People here care.",24,positive,2026-01-18 15:26:18
NCH-172,Jasmine Green,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Rent. Living with family right now actually, trying to save up.",23,neutral,2026-01-18 17:45:33
NCH-172,Jasmine Green,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Credit. I made some mistakes when I was younger and now it's holding me back.",37,negative,2026-01-18 17:46:55
NCH-172,Jasmine Green,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Credit counseling and repair programs. Help us fix our mistakes so we can move forward.",41,neutral,2026-01-18 17:48:22
NCH-172,Jasmine Green,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I grew up here. I want to raise my kids here too. Just need a chance.",30,positive,2026-01-18 17:49:48
NCH-173,Richard Adams,Clovernook,SMS,HOUSING,1,"Do you currently rent or own your home?","Own",,positive,2026-01-18 19:33:08
NCH-173,Richard Adams,Clovernook,SMS,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Property taxes keep going up",,negative,2026-01-18 19:34:22
NCH-173,Richard Adams,Clovernook,SMS,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Tax freezes for seniors",,neutral,2026-01-18 19:35:38
NCH-173,Richard Adams,Clovernook,SMS,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","40 years in this house. Not leaving",,positive,2026-01-18 19:36:55
NCH-174,Stephanie Hall,Sunshine,phone,HOUSING,1,"Do you currently rent or own your home?","I rent. Been here about two years.",16,neutral,2026-01-19 08:55:42
NCH-174,Stephanie Hall,Sunshine,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","My rent just went up $150 a month. No improvements to the place, just more money.",42,negative,2026-01-19 08:57:05
NCH-174,Stephanie Hall,Sunshine,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Rent control or limits on how much landlords can raise rent each year.",34,neutral,2026-01-19 08:58:28
NCH-174,Stephanie Hall,Sunshine,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","If I'm going to pay this much, I might as well own something.",27,neutral,2026-01-19 08:59:48
NCH-175,Charles Young,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Own. Inherited from my parents.",15,positive,2026-01-19 10:28:14
NCH-175,Charles Young,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","These houses all have lead paint issues. Abatement is expensive and required if you have young children.",49,negative,2026-01-19 10:29:42
NCH-175,Charles Young,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Lead abatement assistance. It's a health issue and an equity issue.",32,neutral,2026-01-19 10:31:08
NCH-175,Charles Young,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","The history of Black homeownership here is something to build on. We have roots.",35,positive,2026-01-19 10:32:32
NCH-176,Nicole Martin,Clovernook,web,HOUSING,1,"Do you currently rent or own your home?","Rent currently but actively looking to buy in the neighborhood.",22,positive,2026-01-19 12:45:28
NCH-176,Nicole Martin,Clovernook,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Competition from cash buyers. Every house I've tried to buy gets snapped up by investors.",45,negative,2026-01-19 12:46:52
NCH-176,Nicole Martin,Clovernook,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Give residents first right of refusal on homes in their neighborhood before investors can buy.",43,neutral,2026-01-19 12:48:22
NCH-176,Nicole Martin,Clovernook,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I want to buy here because I work here. This is my community.",26,positive,2026-01-19 12:49:45
NCH-177,Anthony Lee,Sunshine,phone,HOUSING,1,"Do you currently rent or own your home?","Owner. Five years in and still getting used to it.",20,positive,2026-01-19 14:33:17
NCH-177,Anthony Lee,Sunshine,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","The sewer line to the street needs replacing. City says it's my responsibility. $8,000 estimate.",51,negative,2026-01-19 14:34:45
NCH-177,Anthony Lee,Sunshine,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Emergency repair funds. One big expense can put a family underwater.",36,neutral,2026-01-19 14:36:12
NCH-177,Anthony Lee,Sunshine,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Love the neighborhood. The house stuff is stressful but the community makes it worth it.",33,positive,2026-01-19 14:37:38
NCH-178,Denise Scott,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","I own my home. Bought it as a single woman and that felt like a big accomplishment.",28,positive,2026-01-19 16:55:44
NCH-178,Denise Scott,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Finding women or minority contractors I can trust. Had bad experiences with overcharging.",40,negative,2026-01-19 16:57:08
NCH-178,Denise Scott,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","A network of vetted local contractors. Take the guesswork out of finding good help.",37,positive,2026-01-19 16:58:35
NCH-178,Denise Scott,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Women homeowners need support too. We face unique challenges.",28,neutral,2026-01-19 17:00:02
NCH-179,Kevin Harris,Clovernook,SMS,HOUSING,1,"Do you currently rent or own your home?","Rent but want to buy",,neutral,2026-01-19 18:42:19
NCH-179,Kevin Harris,Clovernook,SMS,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Down payment. Student loans ate my savings",,negative,2026-01-19 18:43:35
NCH-179,Kevin Harris,Clovernook,SMS,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Down payment grants especially for essential workers",,neutral,2026-01-19 18:44:52
NCH-179,Kevin Harris,Clovernook,SMS,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Teachers should be able to afford to live where they work",,neutral,2026-01-19 18:46:08
NCH-180,Barbara Wilson,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","Own. This was my mother's house and her mother's before that.",24,positive,2026-01-19 20:15:33
NCH-180,Barbara Wilson,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","The house needs updating. Wiring, plumbing, everything is original from the 1940s.",43,negative,2026-01-19 20:16:58
NCH-180,Barbara Wilson,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Historic home preservation grants. These houses have stories to tell.",31,neutral,2026-01-19 20:18:22
NCH-180,Barbara Wilson,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","My family has been here since the Great Migration. That means something.",27,positive,2026-01-19 20:19:48
NCH-181,Andre Jackson,Meyerville,phone,HOUSING,1,"Do you currently rent or own your home?","I rent. Just got out of a bad situation so I'm rebuilding.",25,neutral,2026-01-20 08:28:17
NCH-181,Andre Jackson,Meyerville,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Getting approved anywhere with my background. I've changed but the records don't show that.",47,negative,2026-01-20 08:29:45
NCH-181,Andre Jackson,Meyerville,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Second chance housing programs. Fair housing for people who've served their time.",39,neutral,2026-01-20 08:31:12
NCH-181,Andre Jackson,Meyerville,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Everyone deserves a stable home. That's how you stay out of trouble.",30,neutral,2026-01-20 08:32:38
NCH-182,Linda Thomas,Clovernook,web,HOUSING,1,"Do you currently rent or own your home?","Own. My husband and I have been here 18 years.",19,positive,2026-01-20 10:45:22
NCH-182,Linda Thomas,Clovernook,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Keeping up with neighbors who don't maintain their properties. It affects all of us.",38,neutral,2026-01-20 10:46:48
NCH-182,Linda Thomas,Clovernook,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Enforce housing codes. Make landlords maintain their rental properties properly.",34,neutral,2026-01-20 10:48:15
NCH-182,Linda Thomas,Clovernook,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","When properties are well-maintained, values go up for everyone.",28,positive,2026-01-20 10:49:38
NCH-183,Terrence King,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","Rent. I'm a young professional just starting out.",18,neutral,2026-01-20 12:33:55
NCH-183,Terrence King,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Student loan debt makes it hard to qualify for a mortgage, even with a good job.",41,negative,2026-01-20 12:35:22
NCH-183,Terrence King,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Employer-assisted housing programs. Partner with local businesses.",35,positive,2026-01-20 12:36:48
NCH-183,Terrence King,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Affordable housing close to Cincinnati is a real advantage. Build on that.",32,positive,2026-01-20 12:38:15
NCH-184,Dorothy Brown,Meyerville,phone,HOUSING,1,"Do you currently rent or own your home?","I own. Been in this house 42 years, longer than some of you been alive.",27,positive,2026-01-20 14:22:08
NCH-184,Dorothy Brown,Meyerville,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","I'm on a fixed income. Social Security doesn't go as far as it used to.",36,negative,2026-01-20 14:23:35
NCH-184,Dorothy Brown,Meyerville,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Property tax exemptions for seniors. We've already paid our share over the years.",40,neutral,2026-01-20 14:25:02
NCH-184,Dorothy Brown,Meyerville,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I remember when every house on this street was owned by families. That's how it should be.",38,positive,2026-01-20 14:26:32
NCH-185,Christopher Evans,Clovernook,web,HOUSING,1,"Do you currently rent or own your home?","Own. Closed last year during the pandemic, which was stressful but worth it.",26,positive,2026-01-20 16:48:44
NCH-185,Christopher Evans,Clovernook,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Interest rates made my mortgage higher than expected. Budgeting has been tight.",39,negative,2026-01-20 16:50:12
NCH-185,Christopher Evans,Clovernook,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Interest rate buydowns for first-time buyers in the community.",30,neutral,2026-01-20 16:51:38
NCH-185,Christopher Evans,Clovernook,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Happy to be building equity instead of paying someone else's mortgage.",31,positive,2026-01-20 16:53:05
NCH-186,Alicia Carter,Sunshine,SMS,HOUSING,1,"Do you currently rent or own your home?","Own",,positive,2026-01-20 18:35:27
NCH-186,Alicia Carter,Sunshine,SMS,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Roof is old. Worried about winter",,negative,2026-01-20 18:36:45
NCH-186,Alicia Carter,Sunshine,SMS,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Weatherization programs would help",,neutral,2026-01-20 18:38:02
NCH-186,Alicia Carter,Sunshine,SMS,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Proud to own my home",,positive,2026-01-20 18:39:18
NCH-187,Raymond Phillips,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Rent. I'm retired and sold my house a few years back. Downsizing made sense.",31,neutral,2026-01-20 20:12:33
NCH-187,Raymond Phillips,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Finding affordable senior housing that isn't in bad shape or in a bad area.",37,neutral,2026-01-20 20:13:58
